id,date,title,key_characteristics,categories,abstract,pdf_url
117162-00,2019-09-19,"The Intel(R) Wireless-AC3165 1216 SKUs: 3165.D2WG; 3165.D2WG.S; 3165.D2WG18V, PCN 117162-00, Label, Add Argentina ID on labels",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/8DEAA1D7-5F8C-44C0-8B88-A24FCA7F7868/PCN117162-00.pdf
117156-00,2019-09-17,"Intel(R) Server Board S2600CW2SKR, Intel(R) Server Board S2600CWTR, 
Intel(R) Server Board S2600CW2R, Intel(R) Server Board S2600CWTSR, 
Intel(R) Server Board S2600CW2SR, PCN 117156-00, Product Design, Firmware Update",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B2886B73-C3DF-4283-B7AD-3B4AE779408A/PCN117156-00.pdf
117154-00,2019-09-16,"Intel(R) SLIC for CPE SLC110, Intel(R) SLIC for CPE SLC121, PCN 117154-00, Product Discontinuance, End of Life",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/7A458744-0EFD-4939-8FA9-240F00CCA332/PCN117154-00.pdf
117121-01,2019-09-11,"Select Intel(R) Optane¬ Memory H10 with Solid State Storage Products, PCN 117121-01, Product Design, Update media to improve supply flexibility, Reason for Revision: Pull in RTR date due to demand",Product Design,Flash Memory Products,"Flash Memory Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/E9454486-FFE1-4C7F-AA3D-875C32C91C50/PCN117121-01.pdf
117137-01,2019-09-11,"Intel(R) RAID Maintenance Free Backup AXXRMFBU2, PCN 117137-01, Product Discontinuance, End of Life, Reason for Revision: Correction to Last Product Discontinuance Shipment Date",Product Discontinuance,Server Boards and Platforms,"Server Boards and Platforms, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/70C5253E-D8C4-418B-A3A2-7A40C7E92450/PCN117137-01.pdf
117143-01,2019-09-10,"IOTG's F-1 Stepping of the Intel(R) Celeron N3350, J3355, J3455 & Intel(R) Pentium N4200 Processors, PCN 117143-01, Product Design, Order Code, B-1 and F-1 Stepping Ordering Options, Reason for Revision: Specify Customer Stepping Options",Product Design,"Desktop Processors, Mobile Processors","Desktop Processors, Mobile Processors, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/591218A9-2CBF-48D1-AA72-ED543CABF946/PCN117143-01.pdf
117147-00,2019-09-10,"Intel(R) NUC 8 Mainstream-G kit with Intel(R) Core¬ i5, 8GB RAM
Intel(R) NUC 8 Mainstream-G mini PC with Intel(R) Core¬ i5, 8GB RAM, 1TB HDD, 16GB Intel(R) Optane¬ Memory, Windows(R) 10
Intel(R) NUC 8 Mainstream-G mini PC with Intel(R) Core¬ i5, 8GB RAM, 256GB SSD, Windo",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1ECF6BD9-CAD2-4B85-A2FA-584C33560E25/PCN117147-00.pdf
117149-00,2019-09-10,"Intel(R) NUC Kit, NUC6CAYH, 
Intel(R) NUC Kit, NUC6CAYS, PCN 117149-00, Product Design, BIOS Update and Image Update",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/696779C9-3CA5-4798-9057-E93095D568DB/PCN117149-00.pdf
117126-01,2019-09-09,"Intel(R) Server System R1304WFTYS
, PCN 117126-01, Product Design, Label, Update BIOS/BMC/ME/FRUSDR,Firmware, 1100W Power Supply Add URL to BIS mark, 3.5"" Tool-Less Carrier Design Improvement for 2.5"" Drive Support., Reason for Revision: Correct Post-Change",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/73A29970-73DE-48B8-9ADF-ED5D79B05F05/PCN117126-01.pdf
117150-00,2019-09-09,"Intel(R) Server Board S2600STB, 
Intel(R) Server Board (Bulk Pack) BBS2600STB,
Intel(R) Server Board S2600STQ,
Intel(R) Server Board (Bulk Pack) BBS2600STQ
, PCN 117150-00, Product Design, Update BIOS/BMC/ME/FRUSDR Firmware",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/F48C327E-416C-4EEA-BB2F-77008C08D30F/PCN117150-00.pdf
117146-00,2019-09-05,"Intel(R) Integrated RAID Module RMS3CC080
Intel(R) Integrated RAID Module RMS3CC040
, PCN 117146-00, Product Design, Label, Order Code, Voltage Regulator Change, Label Update, and New Order Code",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4D185AB1-44C4-442B-88A2-796880ECF977/PCN117146-00.pdf
117141-00,2019-08-29,"Intel(R) Visual Compute Accelerator VCA1585LMV, PCN 117141-00, Product Design, Update BIOS to version 2.4.45 and EEPROM to version v2.13",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1E8F6BFF-89D9-468A-A488-8B842A17F243/PCN117141-00.pdf
117142-00,2019-08-29,"Select Intel(R) SSD D3-S4510 Series and Intel(R) SSD D3-S4610 Series Products, PCN 117142-00, Label, Label update",Label,Flash Memory Products,"Flash Memory Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/51330ACF-7087-4227-A5F4-4D0C84FFF8C5/PCN117142-00.pdf
117129-01,2019-08-29,"Intel(R) Server Board BBS2600KPR 
Intel(R) Server System HNS2600KPR
Intel(R) Server Board BBS2600KPFR
Intel(R) Server Board BBS2600KPTR
Intel(R) Compute Module HNS2600KPFR,
, PCN 117129-01, Product Design, Order Code, Replacing Voltage regulator component, Reason f",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/9121B1D7-4C4C-4539-B382-938A05E0012E/PCN117129-01.pdf
117136-00,2019-08-28,"Intel(R) NUC Kit, NUC8i7HVK
Intel(R) NUC Kit, NUC8i7HNK
, PCN 117136-00, Label, Label Update",Label,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/425CEE8D-F0AC-4779-8CF7-3E7D6F53BC0C/PCN117136-00.pdf
117138-00,2019-08-27,"Intel(R) Xeon(R) Processor E3-1284L v3, PCN 117138-00, Product Discontinuance, End of Life",Product Discontinuance,Embedded Processors,"Embedded Processors, Product Discontinuance, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/45F46D41-D204-49E7-A144-ACE12CE0249C/PCN117138-00.pdf
117127-00,2019-08-23,"Select Intel(R) SSD DC P4101 Series Products, PCN 117127-00, Product Design, Firmware Update",Product Design,Flash Memory Products,"Flash Memory Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/ACF6BB47-F672-4EEE-B563-EE85384E4AAA/PCN117127-00.pdf
117132-00,2019-08-23,"Intel(R) Ethernet Network Connection OCP X527-DA4 Product Code  X527DA4OCPG1P5, MM#950127, PCN 117132-00, Product Design, FET Update",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/991701A5-F79B-4412-8E19-A470E23BA972/PCN117132-00.pdf
117125-00,2019-08-20,"Intel(R) Server System R2224WFTZS, Single, PCN 117125-00, Product Design, Label, Update BIOS/BMC/ME/FRUSDR Firmware, Remove Vietnam logo from common and packaging regulatory label, System outer box stacking logo update.",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/5D7B8DA5-828D-41C1-B34E-A8331C0138FD/PCN117125-00.pdf
116913-00,2019-08-16,"Intel(R) Ethernet Converged Network Adapter X710-DA2, Product Code:EX710DA2G1P5, MM# 944042, PCN 116913-00, Product Design, Capacitor Value Update",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B31834DD-C4D6-4C84-9EAC-B73DA1A3652D/PCN116913-00.pdf
117118-00,2019-08-16,"Adding Desiccant Pouch for small shipping box, PCN 117118-00, Transport Media, Adding Additional Desiccant Pouch for small shipping box for Tray products",Transport Media,"Desktop Processors, Embedded Processors, Mobile Processors, Server Processors, Consumer Electronics, Chipsets - Desktop, Chipsets - Workstation Server, Chipsets - Mobile, Chipsets - Mobile IMC, Automotive, Compute Module, Connected Home, FPGA (Field-Prog","Automotive, Chipsets - Desktop, Chipsets - Mobile, Chipsets - Mobile IMC, Chipsets - Workstation Server, Compute Module, Connected Home, Consumer Electronics, Desktop Processors, Embedded Processors, FPGA (Field-Programmable Gate Array), Mobile Processors",https://QDMS.intel.com/dm/i.aspx/74CD212B-F100-4B85-8E07-D29D0C263146/PCN117118-00.pdf
117119-00,2019-08-15,"Intel(R) NUC Kit NUC7i7DNKE
Intel(R) NUC Kit NUC7i7DNHE
Intel(R) NUC Board NUC7i7DNBE
, PCN 117119-00, Product Design, BIOS Update",Product Design,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/EA40AD62-4EBD-428D-A13E-BBDF1EC41E60/PCN117119-00.pdf
117116-00,2019-08-13,"Intel(R) Server System R2312WF0NPR, Update BIOS/BMC/ME/FRUSDR, PCN 117116-00, Product Design, Documentation, System outer box J33994-001 stacking logo update, 3.5"" Tool-Less Carrier Design Improvement for 2.5"" Drive Support",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D0F0094F-4367-4FEC-935D-E083AFE45AD1/PCN117116-00.pdf
117115-00,2019-08-12,"Intel(R) Server System R2312WFTZSR, PCN 117115-00, Product Design, 3.5"" Tool-Less Carrier Design Improvement for 2.5"" Drive Support",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/AACED7B4-4A23-4835-A3CA-9925DB96A229/PCN117115-00.pdf
117108-00,2019-08-09,"Intel(R) NUC 7 Enthusiast, a mini PC with Windows(R) 10, Intel(R) Core¬ i7, 2TB, 32GB Intel(R) Optane¬ Memory, 8GB, 
Intel(R) NUC 7 Enthusiast, a mini PC with Windows(R) 10, Intel(R) Core¬ i7, 512GB NVMe SSD, 16GB RAM,
Intel(R) NUC 7 Home, a mini PC with Windows(R) 10, Int",Label,"Desktop Boards, Consumer Electronics, Compute Module","Compute Module, Consumer Electronics, Desktop Boards, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/493120BC-B4A4-4254-B375-F61D140F6B09/PCN117108-00.pdf
117109-00,2019-08-09,"Intel(R) Server Chassis H2204XXLRE, PCN 117109-00, Label, BSMI label update",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/5BEEDC37-E7F1-4D28-8B8B-8CB801077A7D/PCN117109-00.pdf
117110-00,2019-08-08,"Intel(R) Server Hot-Swap Backplane F2U8X35S3HSBP
, PCN 117110-00, Product Design, Hot-Swap Back Plane Firmware Update",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/31AEB75E-5D3F-41F3-BDEB-14C62046D6A3/PCN117110-00.pdf
117086-00,2019-08-06,"Select Intel(R) SSD DC P4510 Series and P4610 Series Products, PCN 117086-00, Product Material, DRAM Updates",Product Material,Flash Memory Products,"Flash Memory Products, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4E495661-B225-4746-B55D-DE25CF67162A/PCN117086-00.pdf
117107-00,2019-08-06,"Intel(R) Power Supply Unit FXX2130PCRPS, PCN 117107-00, Label, BSMI label update",Label,Server Boards and Platforms,"Server Boards and Platforms, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/F7E91C74-A07F-4816-8E12-3B8048EA090E/PCN117107-00.pdf
117090-00,2019-08-05,"Select Intel(R) Optane¬ Memory Series, PCN 117090-00, Product Discontinuance, End Of Life",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/E8323AA9-8571-4052-ACE6-E32BD09A8310/PCN117090-00.pdf
117101-00,2019-08-02,"Intel(R) Power Supply Unit FXX1600PCRPS, PCN 117101-00, Label, Product Design, BSMI label update, Firmware update",Label,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/688AFC8F-3189-4EA3-80A5-530ABCFDF26C/PCN117101-00.pdf
117106-00,2019-08-02,"Intel(R) Server Hot-swap Backplane Upgrade Kit A1U44X25NVMEDK, PCN 117106-00, Product Design, Hot-Swap Back Plane Firmware Update",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/36BBAC22-F763-4FE7-8FEE-788B05DC6DA9/PCN117106-00.pdf
116962-01,2019-08-01,"Intel(R) JHL2210 Thunderbolt¬ Controller, PCN 116962-01, Product Discontinuance, Canceling PDN Notification of Port Ridge (EOL MMID), Reason for Revision: Canceling EOL",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/964DD078-DF57-497A-910A-53942F984C17/PCN116962-01.pdf
117100-00,2019-08-01,"Intel(R) Ethernet Converged Network Adapter X520-DA1, Product Code: E10G41BTDAPG1P5, MM#927066
Intel(R) Ethernet Converged Network Adapter X520-DA1, Product Code: E10G41BTDAG1P5, MM#901226
Intel(R) Ethernet Converged Network Adapter X520-LR1, Product Code: E10G",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/0D57B3C4-DE2F-409C-B55B-293DEC640AEE/PCN117100-00.pdf
